col1-time col2-mc1.timer col3-mc1.semaphore col4-mc1.color 
111.000000 38.000000 1 1 
112.000000 37.000000 1 1 
113.000000 36.000000 1 1 
114.000000 35.000000 1 1 
115.000000 34.000000 1 1 
116.000000 33.000000 1 1 
117.000000 32.000000 1 1 
118.000000 31.000000 1 1 
119.000000 30.000000 1 1 
120.000000 29.000000 1 1 
121.000000 28.000000 1 1 
122.000000 27.000000 1 1 
123.000000 26.000000 1 1 
124.000000 25.000000 1 1 
125.000000 24.000000 1 1 
126.000000 23.000000 1 1 
127.000000 22.000000 1 1 
128.000000 21.000000 1 1 
129.000000 20.000000 1 1 
130.000000 19.000000 1 1 
131.000000 18.000000 1 1 
132.000000 17.000000 1 1 
133.000000 16.000000 1 1 
134.000000 15.000000 1 1 
135.000000 14.000000 1 1 
136.000000 13.000000 1 1 
137.000000 12.000000 1 1 
138.000000 11.000000 1 1 
139.000000 10.000000 1 1 
140.000000 9.000000 1 1 
141.000000 8.000000 1 1 
142.000000 7.000000 1 1 
143.000000 6.000000 1 1 
144.000000 5.000000 1 1 
145.000000 4.000000 1 1 
146.000000 3.000000 1 1 
147.000000 2.000000 1 1 
148.000000 1.000000 1 1 
149.000000 0.000000 1 1 
150.000000 102.000000 2 2 
151.000000 101.000000 2 2 
152.000000 100.000000 2 2 
153.000000 99.000000 2 2 
154.000000 98.000000 2 2 
155.000000 97.000000 2 2 
156.000000 96.000000 2 2 
157.000000 95.000000 2 2 
158.000000 94.000000 2 2 
159.000000 93.000000 2 2 
160.000000 92.000000 2 2 
161.000000 91.000000 2 2 
162.000000 90.000000 2 2 
163.000000 89.000000 2 2 
164.000000 88.000000 2 2 
165.000000 87.000000 2 2 
166.000000 86.000000 2 2 
167.000000 85.000000 2 2 
168.000000 84.000000 2 2 
169.000000 83.000000 2 2 
170.000000 82.000000 2 2 
171.000000 81.000000 2 2 
172.000000 80.000000 2 2 
173.000000 79.000000 2 2 
174.000000 78.000000 2 2 
175.000000 77.000000 2 2 
176.000000 76.000000 2 2 
177.000000 75.000000 2 2 
178.000000 74.000000 2 2 
179.000000 73.000000 2 2 
180.000000 72.000000 2 2 
181.000000 71.000000 2 2 
182.000000 70.000000 2 2 
183.000000 69.000000 2 2 
184.000000 68.000000 2 2 
185.000000 67.000000 2 2 
186.000000 66.000000 2 2 
187.000000 65.000000 2 2 
188.000000 64.000000 2 2 
189.000000 63.000000 2 2 
190.000000 62.000000 2 2 
191.000000 61.000000 2 2 
192.000000 60.000000 2 2 
193.000000 59.000000 2 2 
194.000000 58.000000 2 2 
195.000000 57.000000 2 2 
196.000000 56.000000 2 2 
197.000000 55.000000 2 2 
198.000000 54.000000 2 2 
199.000000 53.000000 2 2 
200.000000 52.000000 2 2 
201.000000 51.000000 2 2 
202.000000 50.000000 2 2 
203.000000 49.000000 2 2 
204.000000 48.000000 2 2 
205.000000 47.000000 2 2 
206.000000 46.000000 2 2 
207.000000 45.000000 2 2 
208.000000 44.000000 2 2 
209.000000 43.000000 2 2 
210.000000 42.000000 2 2 
211.000000 41.000000 2 2 
212.000000 40.000000 2 2 
213.000000 39.000000 2 2 
214.000000 38.000000 2 2 
215.000000 37.000000 2 2 
216.000000 36.000000 2 2 
217.000000 35.000000 2 2 
218.000000 34.000000 2 2 
219.000000 33.000000 2 2 
220.000000 32.000000 2 2 
221.000000 31.000000 2 2 
222.000000 30.000000 2 2 
223.000000 29.000000 2 2 
224.000000 28.000000 2 2 
225.000000 27.000000 2 2 
226.000000 26.000000 2 2 
227.000000 25.000000 2 2 
228.000000 24.000000 2 2 
229.000000 23.000000 2 2 
230.000000 22.000000 2 2 
231.000000 21.000000 2 2 
232.000000 20.000000 2 2 
233.000000 19.000000 2 2 
234.000000 18.000000 2 2 
235.000000 17.000000 2 2 
236.000000 16.000000 2 2 
237.000000 15.000000 2 2 
238.000000 14.000000 2 2 
239.000000 13.000000 2 2 
240.000000 12.000000 2 2 
241.000000 11.000000 2 2 
242.000000 10.000000 2 2 
243.000000 9.000000 2 2 
244.000000 8.000000 2 2 
245.000000 7.000000 2 2 
246.000000 6.000000 2 2 
247.000000 5.000000 2 2 
248.000000 4.000000 2 2 
249.000000 3.000000 2 2 
250.000000 2.000000 2 2 
251.000000 1.000000 2 2 
252.000000 0.000000 2 2 
253.000000 55.000000 0 0 
254.000000 54.000000 0 0 
255.000000 53.000000 0 0 
256.000000 52.000000 0 0 
257.000000 51.000000 0 0 
258.000000 50.000000 0 0 
259.000000 49.000000 0 0 
260.000000 48.000000 0 0 
261.000000 47.000000 0 0 
262.000000 46.000000 0 0 
263.000000 45.000000 0 0 
264.000000 44.000000 0 0 
265.000000 43.000000 0 0 
266.000000 42.000000 0 0 
267.000000 41.000000 0 0 
268.000000 40.000000 0 0 
269.000000 39.000000 0 0 
270.000000 38.000000 0 0 
271.000000 37.000000 0 0 
272.000000 36.000000 0 0 
273.000000 35.000000 0 0 
274.000000 34.000000 0 0 
275.000000 33.000000 0 0 
276.000000 32.000000 0 0 
277.000000 31.000000 0 0 
278.000000 30.000000 0 0 
279.000000 29.000000 0 0 
280.000000 28.000000 0 0 
281.000000 27.000000 0 0 
282.000000 26.000000 0 0 
283.000000 25.000000 0 0 
284.000000 24.000000 0 0 
285.000000 23.000000 0 0 
286.000000 22.000000 0 0 
287.000000 21.000000 0 0 
288.000000 20.000000 0 0 
289.000000 19.000000 0 0 
290.000000 18.000000 0 0 
291.000000 17.000000 0 0 
292.000000 16.000000 0 0 
293.000000 15.000000 0 0 
294.000000 14.000000 0 0 
295.000000 13.000000 0 0 
296.000000 12.000000 0 0 
297.000000 11.000000 0 0 
298.000000 10.000000 0 0 
299.000000 9.000000 0 0 
300.000000 8.000000 0 0 
301.000000 7.000000 0 0 
302.000000 6.000000 0 0 
303.000000 5.000000 0 0 
304.000000 4.000000 0 0 
305.000000 3.000000 0 0 
306.000000 2.000000 0 0 
307.000000 1.000000 0 0 
308.000000 0.000000 0 0 
309.000000 68.000000 1 1 
310.000000 67.000000 1 1 
311.000000 66.000000 1 1 
312.000000 65.000000 1 1 
313.000000 64.000000 1 1 
314.000000 63.000000 1 1 
315.000000 62.000000 1 1 
316.000000 61.000000 1 1 
317.000000 60.000000 1 1 
318.000000 59.000000 1 1 
319.000000 58.000000 1 1 
320.000000 57.000000 1 1 
321.000000 56.000000 1 1 
322.000000 55.000000 1 1 
323.000000 54.000000 1 1 
324.000000 53.000000 1 1 
325.000000 52.000000 1 1 
326.000000 51.000000 1 1 
327.000000 50.000000 1 1 
328.000000 49.000000 1 1 
329.000000 48.000000 1 1 
330.000000 47.000000 1 1 
331.000000 46.000000 1 1 
332.000000 45.000000 1 1 
333.000000 44.000000 1 1 
334.000000 43.000000 1 1 
335.000000 42.000000 1 1 
336.000000 41.000000 1 1 
337.000000 40.000000 1 1 
338.000000 39.000000 1 1 
339.000000 38.000000 1 1 
340.000000 37.000000 1 1 
341.000000 36.000000 1 1 
342.000000 35.000000 1 1 
343.000000 34.000000 1 1 
344.000000 33.000000 1 1 
345.000000 32.000000 1 1 
346.000000 31.000000 1 1 
347.000000 30.000000 1 1 
348.000000 29.000000 1 1 
349.000000 28.000000 1 1 
350.000000 27.000000 1 1 
351.000000 26.000000 1 1 
352.000000 25.000000 1 1 
353.000000 24.000000 1 1 
354.000000 23.000000 1 1 
355.000000 22.000000 1 1 
356.000000 21.000000 1 1 
357.000000 20.000000 1 1 
358.000000 19.000000 1 1 
359.000000 18.000000 1 1 
360.000000 17.000000 1 1 
361.000000 16.000000 1 1 
362.000000 15.000000 1 1 
363.000000 14.000000 1 1 
364.000000 13.000000 1 1 
365.000000 12.000000 1 1 
366.000000 11.000000 1 1 
367.000000 10.000000 1 1 
368.000000 9.000000 1 1 
369.000000 8.000000 1 1 
370.000000 7.000000 1 1 
371.000000 6.000000 1 1 
372.000000 5.000000 1 1 
373.000000 4.000000 1 1 
374.000000 3.000000 1 1 
375.000000 2.000000 1 1 
376.000000 1.000000 1 1 
377.000000 0.000000 1 1 
378.000000 104.000000 2 2 
379.000000 103.000000 2 2 
380.000000 102.000000 2 2 
381.000000 101.000000 2 2 
382.000000 100.000000 2 2 
383.000000 99.000000 2 2 
384.000000 98.000000 2 2 
385.000000 97.000000 2 2 
386.000000 96.000000 2 2 
387.000000 95.000000 2 2 
388.000000 94.000000 2 2 
389.000000 93.000000 2 2 
390.000000 92.000000 2 2 
391.000000 91.000000 2 2 
392.000000 90.000000 2 2 
393.000000 89.000000 2 2 
394.000000 88.000000 2 2 
395.000000 87.000000 2 2 
396.000000 86.000000 2 2 
397.000000 85.000000 2 2 
398.000000 84.000000 2 2 
399.000000 83.000000 2 2 
400.000000 82.000000 2 2 
401.000000 81.000000 2 2 
402.000000 80.000000 2 2 
403.000000 79.000000 2 2 
404.000000 78.000000 2 2 
405.000000 77.000000 2 2 
406.000000 76.000000 2 2 
407.000000 75.000000 2 2 
408.000000 74.000000 2 2 
409.000000 73.000000 2 2 
410.000000 72.000000 2 2 
411.000000 71.000000 2 2 
412.000000 70.000000 2 2 
413.000000 69.000000 2 2 
414.000000 68.000000 2 2 
415.000000 67.000000 2 2 
416.000000 66.000000 2 2 
417.000000 65.000000 2 2 
418.000000 64.000000 2 2 
419.000000 63.000000 2 2 
420.000000 62.000000 2 2 
421.000000 61.000000 2 2 
422.000000 60.000000 2 2 
423.000000 59.000000 2 2 
424.000000 58.000000 2 2 
425.000000 57.000000 2 2 
426.000000 56.000000 2 2 
427.000000 55.000000 2 2 
428.000000 54.000000 2 2 
429.000000 53.000000 2 2 
430.000000 52.000000 2 2 
431.000000 51.000000 2 2 
432.000000 50.000000 2 2 
433.000000 49.000000 2 2 
434.000000 48.000000 2 2 
435.000000 47.000000 2 2 
436.000000 46.000000 2 2 
437.000000 45.000000 2 2 
438.000000 44.000000 2 2 
439.000000 43.000000 2 2 
440.000000 42.000000 2 2 
441.000000 41.000000 2 2 
442.000000 40.000000 2 2 
443.000000 39.000000 2 2 
444.000000 38.000000 2 2 
445.000000 37.000000 2 2 
446.000000 36.000000 2 2 
447.000000 35.000000 2 2 
448.000000 34.000000 2 2 
449.000000 33.000000 2 2 
450.000000 32.000000 2 2 
451.000000 31.000000 2 2 
452.000000 30.000000 2 2 
453.000000 29.000000 2 2 
454.000000 28.000000 2 2 
455.000000 27.000000 2 2 
456.000000 26.000000 2 2 
457.000000 25.000000 2 2 
458.000000 24.000000 2 2 
459.000000 23.000000 2 2 
460.000000 22.000000 2 2 
461.000000 21.000000 2 2 
462.000000 20.000000 2 2 
463.000000 19.000000 2 2 
464.000000 18.000000 2 2 
465.000000 17.000000 2 2 
466.000000 16.000000 2 2 
467.000000 15.000000 2 2 
468.000000 14.000000 2 2 
469.000000 13.000000 2 2 
470.000000 12.000000 2 2 
471.000000 11.000000 2 2 
472.000000 10.000000 2 2 
473.000000 9.000000 2 2 
474.000000 8.000000 2 2 
475.000000 7.000000 2 2 
476.000000 6.000000 2 2 
477.000000 5.000000 2 2 
478.000000 4.000000 2 2 
479.000000 3.000000 2 2 
480.000000 2.000000 2 2 
481.000000 1.000000 2 2 
482.000000 0.000000 2 2 
483.000000 45.000000 0 0 
484.000000 44.000000 0 0 
485.000000 43.000000 0 0 
486.000000 42.000000 0 0 
487.000000 41.000000 0 0 
488.000000 40.000000 0 0 
489.000000 39.000000 0 0 
490.000000 38.000000 0 0 
491.000000 37.000000 0 0 
492.000000 36.000000 0 0 
493.000000 35.000000 0 0 
494.000000 34.000000 0 0 
495.000000 33.000000 0 0 
496.000000 32.000000 0 0 
497.000000 31.000000 0 0 
498.000000 30.000000 0 0 
499.000000 29.000000 0 0 
500.000000 28.000000 0 0 
501.000000 27.000000 0 0 
502.000000 26.000000 0 0 
503.000000 25.000000 0 0 
504.000000 24.000000 0 0 
505.000000 23.000000 0 0 
506.000000 22.000000 0 0 
507.000000 21.000000 0 0 
508.000000 20.000000 0 0 
509.000000 19.000000 0 0 
510.000000 18.000000 0 0 
511.000000 17.000000 0 0 
512.000000 16.000000 0 0 
513.000000 15.000000 0 0 
514.000000 14.000000 0 0 
515.000000 13.000000 0 0 
516.000000 12.000000 0 0 
517.000000 11.000000 0 0 
518.000000 10.000000 0 0 
519.000000 9.000000 0 0 
520.000000 8.000000 0 0 
521.000000 7.000000 0 0 
522.000000 6.000000 0 0 
523.000000 5.000000 0 0 
524.000000 4.000000 0 0 
525.000000 3.000000 0 0 
526.000000 2.000000 0 0 
527.000000 1.000000 0 0 
528.000000 0.000000 0 0 
529.000000 59.000000 1 1 
530.000000 58.000000 1 1 
531.000000 57.000000 1 1 
532.000000 56.000000 1 1 
533.000000 55.000000 1 1 
534.000000 54.000000 1 1 
535.000000 53.000000 1 1 
536.000000 52.000000 1 1 
537.000000 51.000000 1 1 
538.000000 50.000000 1 1 
539.000000 49.000000 1 1 
540.000000 48.000000 1 1 
541.000000 47.000000 1 1 
542.000000 46.000000 1 1 
543.000000 45.000000 1 1 
544.000000 44.000000 1 1 
545.000000 43.000000 1 1 
546.000000 42.000000 1 1 
547.000000 41.000000 1 1 
548.000000 40.000000 1 1 
549.000000 39.000000 1 1 
550.000000 38.000000 1 1 
551.000000 37.000000 1 1 
552.000000 36.000000 1 1 
553.000000 35.000000 1 1 
554.000000 34.000000 1 1 
555.000000 33.000000 1 1 
556.000000 32.000000 1 1 
557.000000 31.000000 1 1 
558.000000 30.000000 1 1 
559.000000 29.000000 1 1 
560.000000 28.000000 1 1 
561.000000 27.000000 1 1 
562.000000 26.000000 1 1 
563.000000 25.000000 1 1 
564.000000 24.000000 1 1 
565.000000 23.000000 1 1 
566.000000 22.000000 1 1 
567.000000 21.000000 1 1 
568.000000 20.000000 1 1 
569.000000 19.000000 1 1 
570.000000 18.000000 1 1 
571.000000 17.000000 1 1 
572.000000 16.000000 1 1 
573.000000 15.000000 1 1 
574.000000 14.000000 1 1 
575.000000 13.000000 1 1 
576.000000 12.000000 1 1 
577.000000 11.000000 1 1 
578.000000 10.000000 1 1 
579.000000 9.000000 1 1 
580.000000 8.000000 1 1 
581.000000 7.000000 1 1 
582.000000 6.000000 1 1 
583.000000 5.000000 1 1 
584.000000 4.000000 1 1 
585.000000 3.000000 1 1 
586.000000 2.000000 1 1 
587.000000 1.000000 1 1 
588.000000 0.000000 1 1 
589.000000 99.000000 2 2 
590.000000 98.000000 2 2 
591.000000 97.000000 2 2 
592.000000 96.000000 2 2 
593.000000 95.000000 2 2 
594.000000 94.000000 2 2 
595.000000 93.000000 2 2 
596.000000 92.000000 2 2 
597.000000 91.000000 2 2 
598.000000 90.000000 2 2 
599.000000 89.000000 2 2 
600.000000 88.000000 2 2 
601.000000 87.000000 2 2 
602.000000 86.000000 2 2 
603.000000 85.000000 2 2 
604.000000 84.000000 2 2 
605.000000 83.000000 2 2 
606.000000 82.000000 2 2 
607.000000 81.000000 2 2 
608.000000 80.000000 2 2 
609.000000 79.000000 2 2 
610.000000 78.000000 2 2 
611.000000 77.000000 2 2 
612.000000 76.000000 2 2 
613.000000 75.000000 2 2 
614.000000 74.000000 2 2 
615.000000 73.000000 2 2 
616.000000 72.000000 2 2 
617.000000 71.000000 2 2 
618.000000 70.000000 2 2 
619.000000 69.000000 2 2 
620.000000 68.000000 2 2 
621.000000 67.000000 2 2 
622.000000 66.000000 2 2 
623.000000 65.000000 2 2 
624.000000 64.000000 2 2 
625.000000 63.000000 2 2 
626.000000 62.000000 2 2 
627.000000 61.000000 2 2 
628.000000 60.000000 2 2 
629.000000 59.000000 2 2 
630.000000 58.000000 2 2 
631.000000 57.000000 2 2 
632.000000 56.000000 2 2 
633.000000 55.000000 2 2 
634.000000 54.000000 2 2 
635.000000 53.000000 2 2 
636.000000 52.000000 2 2 
637.000000 51.000000 2 2 
638.000000 50.000000 2 2 
639.000000 49.000000 2 2 
640.000000 48.000000 2 2 
641.000000 47.000000 2 2 
642.000000 46.000000 2 2 
643.000000 45.000000 2 2 
644.000000 44.000000 2 2 
645.000000 43.000000 2 2 
646.000000 42.000000 2 2 
647.000000 41.000000 2 2 
648.000000 40.000000 2 2 
649.000000 39.000000 2 2 
650.000000 38.000000 2 2 
651.000000 37.000000 2 2 
652.000000 36.000000 2 2 
653.000000 35.000000 2 2 
654.000000 34.000000 2 2 
655.000000 33.000000 2 2 
656.000000 32.000000 2 2 
657.000000 31.000000 2 2 
658.000000 30.000000 2 2 
659.000000 29.000000 2 2 
660.000000 28.000000 2 2 
661.000000 27.000000 2 2 
662.000000 26.000000 2 2 
663.000000 25.000000 2 2 
664.000000 24.000000 2 2 
665.000000 23.000000 2 2 
666.000000 22.000000 2 2 
667.000000 21.000000 2 2 
668.000000 20.000000 2 2 
669.000000 19.000000 2 2 
670.000000 18.000000 2 2 
671.000000 17.000000 2 2 
672.000000 16.000000 2 2 
673.000000 15.000000 2 2 
674.000000 14.000000 2 2 
675.000000 13.000000 2 2 
676.000000 12.000000 2 2 
677.000000 11.000000 2 2 
678.000000 10.000000 2 2 
679.000000 9.000000 2 2 
680.000000 8.000000 2 2 
681.000000 7.000000 2 2 
682.000000 6.000000 2 2 
683.000000 5.000000 2 2 
684.000000 4.000000 2 2 
685.000000 3.000000 2 2 
686.000000 2.000000 2 2 
687.000000 1.000000 2 2 
688.000000 0.000000 2 2 
689.000000 92.000000 0 0 
690.000000 91.000000 0 0 
691.000000 90.000000 0 0 
692.000000 89.000000 0 0 
693.000000 88.000000 0 0 
694.000000 87.000000 0 0 
695.000000 86.000000 0 0 
696.000000 85.000000 0 0 
697.000000 84.000000 0 0 
698.000000 83.000000 0 0 
699.000000 82.000000 0 0 
700.000000 81.000000 0 0 
701.000000 80.000000 0 0 
702.000000 79.000000 0 0 
703.000000 78.000000 0 0 
704.000000 77.000000 0 0 
705.000000 76.000000 0 0 
706.000000 75.000000 0 0 
707.000000 74.000000 0 0 
708.000000 73.000000 0 0 
709.000000 72.000000 0 0 
710.000000 71.000000 0 0 
711.000000 70.000000 0 0 
712.000000 69.000000 0 0 
713.000000 68.000000 0 0 
714.000000 67.000000 0 0 
715.000000 66.000000 0 0 
716.000000 65.000000 0 0 
717.000000 64.000000 0 0 
718.000000 63.000000 0 0 
719.000000 62.000000 0 0 
720.000000 61.000000 0 0 
721.000000 60.000000 0 0 
722.000000 59.000000 0 0 
723.000000 58.000000 0 0 
724.000000 57.000000 0 0 
725.000000 56.000000 0 0 
726.000000 55.000000 0 0 
727.000000 54.000000 0 0 
728.000000 53.000000 0 0 
729.000000 52.000000 0 0 
730.000000 51.000000 0 0 
731.000000 50.000000 0 0 
732.000000 49.000000 0 0 
733.000000 48.000000 0 0 
734.000000 47.000000 0 0 
735.000000 46.000000 0 0 
736.000000 45.000000 0 0 
737.000000 44.000000 0 0 
738.000000 43.000000 0 0 
739.000000 42.000000 0 0 
740.000000 41.000000 0 0 
741.000000 40.000000 0 0 
742.000000 39.000000 0 0 
743.000000 38.000000 0 0 
744.000000 37.000000 0 0 
745.000000 36.000000 0 0 
746.000000 35.000000 0 0 
747.000000 34.000000 0 0 
748.000000 33.000000 0 0 
749.000000 32.000000 0 0 
750.000000 31.000000 0 0 
751.000000 30.000000 0 0 
752.000000 29.000000 0 0 
753.000000 28.000000 0 0 
754.000000 27.000000 0 0 
755.000000 26.000000 0 0 
756.000000 25.000000 0 0 
757.000000 24.000000 0 0 
758.000000 23.000000 0 0 
759.000000 22.000000 0 0 
760.000000 21.000000 0 0 
761.000000 20.000000 0 0 
762.000000 19.000000 0 0 
763.000000 18.000000 0 0 
764.000000 17.000000 0 0 
765.000000 16.000000 0 0 
766.000000 15.000000 0 0 
767.000000 14.000000 0 0 
768.000000 13.000000 0 0 
769.000000 12.000000 0 0 
770.000000 11.000000 0 0 
771.000000 10.000000 0 0 
772.000000 9.000000 0 0 
773.000000 8.000000 0 0 
774.000000 7.000000 0 0 
775.000000 6.000000 0 0 
776.000000 5.000000 0 0 
777.000000 4.000000 0 0 
778.000000 3.000000 0 0 
779.000000 2.000000 0 0 
780.000000 1.000000 0 0 
781.000000 0.000000 0 0 
782.000000 37.000000 1 1 
783.000000 36.000000 1 1 
784.000000 35.000000 1 1 
785.000000 34.000000 1 1 
786.000000 33.000000 1 1 
787.000000 32.000000 1 1 
788.000000 31.000000 1 1 
789.000000 30.000000 1 1 
790.000000 29.000000 1 1 
791.000000 28.000000 1 1 
792.000000 27.000000 1 1 
793.000000 26.000000 1 1 
794.000000 25.000000 1 1 
795.000000 24.000000 1 1 
796.000000 23.000000 1 1 
797.000000 22.000000 1 1 
798.000000 21.000000 1 1 
799.000000 20.000000 1 1 
800.000000 19.000000 1 1 
801.000000 18.000000 1 1 
802.000000 17.000000 1 1 
803.000000 16.000000 1 1 
804.000000 15.000000 1 1 
805.000000 14.000000 1 1 
806.000000 13.000000 1 1 
807.000000 12.000000 1 1 
808.000000 11.000000 1 1 
809.000000 10.000000 1 1 
810.000000 9.000000 1 1 
811.000000 8.000000 1 1 
812.000000 7.000000 1 1 
813.000000 6.000000 1 1 
814.000000 5.000000 1 1 
815.000000 4.000000 1 1 
816.000000 3.000000 1 1 
817.000000 2.000000 1 1 
818.000000 1.000000 1 1 
819.000000 0.000000 1 1 
820.000000 98.000000 2 2 
821.000000 97.000000 2 2 
822.000000 96.000000 2 2 
823.000000 95.000000 2 2 
824.000000 94.000000 2 2 
825.000000 93.000000 2 2 
826.000000 92.000000 2 2 
827.000000 91.000000 2 2 
828.000000 90.000000 2 2 
829.000000 89.000000 2 2 
830.000000 88.000000 2 2 
831.000000 87.000000 2 2 
832.000000 86.000000 2 2 
833.000000 85.000000 2 2 
834.000000 84.000000 2 2 
835.000000 83.000000 2 2 
836.000000 82.000000 2 2 
837.000000 81.000000 2 2 
838.000000 80.000000 2 2 
839.000000 79.000000 2 2 
840.000000 78.000000 2 2 
841.000000 77.000000 2 2 
842.000000 76.000000 2 2 
843.000000 75.000000 2 2 
844.000000 74.000000 2 2 
845.000000 73.000000 2 2 
846.000000 72.000000 2 2 
847.000000 71.000000 2 2 
848.000000 70.000000 2 2 
849.000000 69.000000 2 2 
850.000000 68.000000 2 2 
851.000000 67.000000 2 2 
852.000000 66.000000 2 2 
853.000000 65.000000 2 2 
854.000000 64.000000 2 2 
855.000000 63.000000 2 2 
856.000000 62.000000 2 2 
857.000000 61.000000 2 2 
858.000000 60.000000 2 2 
859.000000 59.000000 2 2 
860.000000 58.000000 2 2 
861.000000 57.000000 2 2 
862.000000 56.000000 2 2 
863.000000 55.000000 2 2 
864.000000 54.000000 2 2 
865.000000 53.000000 2 2 
866.000000 52.000000 2 2 
867.000000 51.000000 2 2 
868.000000 50.000000 2 2 
869.000000 49.000000 2 2 
870.000000 48.000000 2 2 
871.000000 47.000000 2 2 
872.000000 46.000000 2 2 
873.000000 45.000000 2 2 
874.000000 44.000000 2 2 
875.000000 43.000000 2 2 
876.000000 42.000000 2 2 
877.000000 41.000000 2 2 
878.000000 40.000000 2 2 
879.000000 39.000000 2 2 
880.000000 38.000000 2 2 
881.000000 37.000000 2 2 
882.000000 36.000000 2 2 
883.000000 35.000000 2 2 
884.000000 34.000000 2 2 
885.000000 33.000000 2 2 
886.000000 32.000000 2 2 
887.000000 31.000000 2 2 
888.000000 30.000000 2 2 
889.000000 29.000000 2 2 
890.000000 28.000000 2 2 
891.000000 27.000000 2 2 
892.000000 26.000000 2 2 
893.000000 25.000000 2 2 
894.000000 24.000000 2 2 
895.000000 23.000000 2 2 
896.000000 22.000000 2 2 
897.000000 21.000000 2 2 
898.000000 20.000000 2 2 
899.000000 19.000000 2 2 
900.000000 18.000000 2 2 
901.000000 17.000000 2 2 
902.000000 16.000000 2 2 
903.000000 15.000000 2 2 
904.000000 14.000000 2 2 
905.000000 13.000000 2 2 
906.000000 12.000000 2 2 
907.000000 11.000000 2 2 
908.000000 10.000000 2 2 
909.000000 9.000000 2 2 
910.000000 8.000000 2 2 
911.000000 7.000000 2 2 
912.000000 6.000000 2 2 
913.000000 5.000000 2 2 
914.000000 4.000000 2 2 
915.000000 3.000000 2 2 
916.000000 2.000000 2 2 
917.000000 1.000000 2 2 
918.000000 0.000000 2 2 
919.000000 59.000000 0 0 
920.000000 58.000000 0 0 
921.000000 57.000000 0 0 
922.000000 56.000000 0 0 
923.000000 55.000000 0 0 
924.000000 54.000000 0 0 
925.000000 53.000000 0 0 
926.000000 52.000000 0 0 
927.000000 51.000000 0 0 
